"","PROBEID","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"20","TC0100007378.hg.1","CLIC4","25932","chloride intracellular channel 4",-0.207131688050643,10.5210587662026,-0.861072691234037,0.398963333568062,0.99983808276211,-5.78437157929038
"21","TC0100007398.hg.1","TMEM50A","23585","transmembrane protein 50A",-0.582803184376765,10.9962314992098,-1.1832280039227,0.249995663688303,0.99983808276211,-5.47151186017042
"22","TC0100007403.hg.1","MACO1","55219","macoilin 1",-0.5176823934227,7.84360909206925,-1.51713411193888,0.144204962319621,0.940378838788516,-5.05851699644698
"23","TC0100007406.hg.1","LDLRAP1","26119","low density lipoprotein receptor adaptor protein 1",-0.489037965336883,7.21739859759641,-1.41508618301721,0.171762250580737,0.972424133214188,-5.19368008213094
"24","TC0100007412.hg.1","MAN1C1","57134","mannosidase alpha class 1C member 1",0.130066108220563,4.89518692582625,0.446031312847341,0.660158424754197,0.99983808276211,-6.04965943461036
"25","TC0100007449.hg.1","SH3BGRL3","83442","SH3 domain binding glutamate rich protein like 3",-0.680175155245339,10.775993739495,-2.47929701691945,0.0217659251926615,0.449440729385075,-3.46853295023686
"26","TC0100007463.hg.1","HMGN2","3151","high mobility group nucleosomal binding domain 2",-0.116632605218722,9.42312069314428,-0.302885769551564,0.764969233363517,0.99983808276211,-6.10292591337962
"27","TC0100007493.hg.1","TRNP1","388610","TMF1 regulated nuclear protein 1",0.20266242639366,6.88172583038334,0.457430513441549,0.652078305401574,0.99983808276211,-6.04455719179682
"28","TC0100007512.hg.1","GPR3","2827","G protein-coupled receptor 3",-0.392579469740628,5.97637591101662,-1.00144885915145,0.32805735177389,0.99983808276211,-5.65899100595413
"29","TC0100007562.hg.1","TRNAU1AP","54952","tRNA selenocysteine 1 associated protein 1",0.78476579189118,4.96500292749244,2.59241765396738,0.0170301882811429,0.412674899132384,-3.25192615718507
"30","TC0100007574.hg.1","EPB41","2035","erythrocyte membrane protein band 4.1",-0.149001278779043,3.70775945013166,-0.493500000739193,0.626802156820518,0.99983808276211,-6.02758309426666
"31","TC0100007634.hg.1","ZCCHC17","51538","zinc finger CCHC-type containing 17",0.0564383170453011,7.50278273716657,0.113438716576024,0.910764702288962,0.99983808276211,-6.14229643827641
"32","TC0100007638.hg.1","SERINC2","347735","serine incorporator 2",-0.0803316236249074,9.01810562409615,-0.255660119806741,0.800711078869159,0.99983808276211,-6.11607573857227
"33","TC0100007660.hg.1","TMEM39B","55116","transmembrane protein 39B",0.0255178076679661,6.66469208416638,0.0930381884175231,0.926758789953564,0.99983808276211,-6.1444034343911
"34","TC0100007662.hg.1","KPNA6","23633","karyopherin subunit alpha 6",-0.224860243583745,9.04050619452178,-0.45281997369495,0.655341200873772,0.99983808276211,-6.04663604597509
"35","TC0100007678.hg.1","HDAC1","3065","histone deacetylase 1",-0.106700998513267,8.57276993490509,-0.239057239585794,0.813388398607973,0.99983808276211,-6.12017398201613
"36","TC0100007716.hg.1","ZNF362","149076","zinc finger protein 362",0.0270170766797557,7.71081073930697,0.0647842549486059,0.948961069828332,0.99983808276211,-6.14663439833552
"37","TC0100007745.hg.1","GJB5","2709","gap junction protein beta 5",0.32817503956307,5.26498941975325,1.04698085051389,0.30705914081781,0.99983808276211,-5.61464212978375
"38","TC0100007784.hg.1","AGO4","192670","argonaute RISC component 4",0.186690207667789,5.59174129192481,0.487637292052959,0.63087974925041,0.99983808276211,-6.03042768337526
"39","TC0100007841.hg.1","CDCA8","55143","cell division cycle associated 8",-0.45804491329988,5.09423876078429,-1.55980402886911,0.133812170816987,0.919855818651026,-4.9997870891867
"40","TC0100007858.hg.1","UTP11","51118","UTP11 small subunit processome component",-0.258883136858534,7.56087856493673,-0.562786239245641,0.579564434723286,0.99983808276211,-5.99146088622878
"41","TC0100007943.hg.1","RLF","6018","rearranged L-myc fusion",-0.00438980541772249,7.35220331530383,-0.011698030368751,0.990777415078797,0.99983808276211,-6.14866619369606
"42","TC0100007949.hg.1","ZMPSTE24","10269","zinc metallopeptidase STE24",-0.252048782359099,8.98234618009103,-0.677172613669664,0.505719089729959,0.99983808276211,-5.92182531894
"43","TC0100007954.hg.1","SMAP2","64744","small ArfGAP2",0.148918023457577,8.43348650354516,0.419115130661169,0.679405596417098,0.99983808276211,-6.06120568923935
"44","TC0100008012.hg.1","GUCA2B","2981","guanylate cyclase activator 2B",-0.136511161955473,4.59809605124207,-0.458298068423735,0.651465129163365,0.99983808276211,-6.04416371286719
"45","TC0100008033.hg.1","ERMAP","114625","erythroblast membrane associated protein (Scianna blood group)",-0.201090006657814,6.50525180218135,-0.302619976862722,0.765168981892815,0.99983808276211,-6.10300609247043
"46","TC0100008057.hg.1","CDC20","991","cell division cycle 20",-1.13041617409765,6.90038517139317,-3.42396354724435,0.00256175572441387,0.167133451566263,-1.54374476413022
"47","TC0100008081.hg.1","ATP6V0B","533","ATPase H+ transporting V0 subunit b",0.17216854105315,8.06381508908425,0.673380710684254,0.508079397778273,0.99983808276211,-5.92433120834467
"48","TC0100008101.hg.1","KIF2C","11004","kinesin family member 2C",-0.832219996038649,4.81807470843553,-1.88730225038414,0.0730780382511189,0.76208027581261,-4.50866917136472
"49","TC0100008132.hg.1","TMEM69","51249","transmembrane protein 69",-0.246690395569519,7.44735531615833,-0.562098159520732,0.580024639018582,0.99983808276211,-5.9918422302671
"50","TC0100008150.hg.1","RAD54L","8438","RAD54 like",-0.0693454975516601,3.87797483024265,-0.21263270462575,0.833672413482154,0.99983808276211,-6.1261322902493
"51","TC0100008193.hg.1","FOXE3","2301","forkhead box E3",0.222675639997991,6.10672626791815,0.484255366375807,0.633237431718013,0.99983808276211,-6.03205349714323
"52","TC0100008260.hg.1","CDKN2C","1031","cyclin dependent kinase inhibitor 2C",0.0301576245397071,6.27029879181176,0.111975682982471,0.911910518942181,0.99983808276211,-6.1424613853825
"53","TC0100008308.hg.1","ZFYVE9","9372","zinc finger FYVE-type containing 9",-0.329072279398543,6.36261358622962,-0.552032163575998,0.586777951815666,0.99983808276211,-5.99736925330631
"54","TC0100008321.hg.1","GPX7","2882","glutathione peroxidase 7",0.352099022998239,7.62449754578786,1.67506418162566,0.108811599487263,0.866065668792918,-4.83487487022082
"55","TC0100008332.hg.1","ZYG11B","79699","zyg-11 family member B, cell cycle regulator",-0.409068651190973,8.57209239496102,-0.942450074231746,0.356723137024552,0.99983808276211,-5.71379590645371
"56","TC0100008341.hg.1","PODN","127435","podocan",0.198447264110315,7.28546049650071,0.664949948187467,0.51334936269048,0.99983808276211,-5.92985449493283
"57","TC0100008496.hg.1","FGGY","55277","FGGY carbohydrate kinase domain containing",0.516107989202309,5.08481374976119,1.31557310935963,0.202558662346479,0.99983808276211,-5.31803900365513
"58","TC0100008554.hg.1","USP1","7398","ubiquitin specific peptidase 1",-0.551952909132287,6.71778213641193,-1.10248455899094,0.28277750934334,0.99983808276211,-5.55820010069203
"59","TC0100008564.hg.1","ATG4C","84938","autophagy related 4C cysteine peptidase",0.0363086119755698,5.4345345507699,0.0660724413836702,0.947947730127488,0.99983808276211,-6.14655005202819
"60","TC0100008584.hg.1","ALG6","29929","ALG6 alpha-1,3-glucosyltransferase",1.25585900385186,3.61360008859504,2.53140635557247,0.0194489561072377,0.43085486495938,-3.36935640560981
"61","TC0100008591.hg.1","PGM1","5236","phosphoglucomutase 1",0.165949803602396,6.98448791018763,0.428369497874344,0.672761815877408,0.99983808276211,-6.05731539281577
"62","TC0100008594.hg.1","ROR1","4919","receptor tyrosine kinase like orphan receptor 1",-0.662057292418841,4.37184070239627,-2.58583116522205,0.017277005023063,0.412674899132384,-3.2646695336958
"63","TC0100008602.hg.1","CACHD1","57685","cache domain containing 1",-0.54538903589537,7.44093474685874,-1.44676185691971,0.162787212688825,0.968759820453361,-5.15253779050719
"64","TC0100008607.hg.1","RAVER2","55225","ribonucleoprotein, PTB binding 2",0.322948339097407,5.26642082821368,0.823644949773091,0.4194357134934,0.99983808276211,-5.81484690411837
"65","TC0100008620.hg.1","DNAJC6","9829","DnaJ heat shock protein family (Hsp40) member C6",0.089510710943677,5.10675997809663,0.226026172901121,0.823375495441557,0.99983808276211,-6.12319896140641
"66","TC0100008625.hg.1","PDE4B","5142","phosphodiesterase 4B",-0.0555295399890312,8.76539357153294,-0.130551646966345,0.897377675542181,0.99983808276211,-6.14020831100475
"67","TC0100008631.hg.1","SGIP1","84251","SH3GL interacting endocytic adaptor 1",-0.418072226898675,11.0965988755643,-1.6933140639554,0.105240470129653,0.860889358127723,-4.8079472037305
"68","TC0100008641.hg.1","MIER1","57708","MIER1 transcriptional regulator",0.24469093091388,7.31635874640564,0.433368826317042,0.669184087970262,0.99983808276211,-6.05517910142128
"69","TC0100008664.hg.1","GADD45A","1647","growth arrest and DNA damage inducible alpha",0.167080423413616,8.63884633163182,0.722955592446441,0.477715554529311,0.99983808276211,-5.89051192440112
"70","TC0100008692.hg.1","SRSF11","9295","serine and arginine rich splicing factor 11",-0.406053740364088,8.55491142964227,-0.79842423976398,0.433598393680005,0.99983808276211,-5.83466891172313
"71","TC0100008697.hg.1","CTH","1491","cystathionine gamma-lyase",0.14843791998095,5.09871873041122,0.575821312381965,0.570881168555824,0.99983808276211,-5.98415133171817
"72","TC0100008752.hg.1","TYW3","127253","tRNA-yW synthesizing protein 3 homolog",0.573242656597206,6.81685876555457,1.05933177138849,0.301531347355062,0.99983808276211,-5.60230729365835
"73","TC0100008797.hg.1","AK5","26289","adenylate kinase 5",-0.843714660668216,7.85027714829637,-1.41080493902502,0.173005243907001,0.972424133214188,-5.19918386393684
"74","TC0100008803.hg.1","MIGA1","374986","mitoguardin 1",0.380062103997246,6.36138523270843,0.777261016997115,0.445708763178172,0.99983808276211,-5.85085548010683
"75","TC0100008807.hg.1","NEXN","91624","nexilin F-actin binding protein",-0.631959380620031,8.5126980195933,-2.63562549555847,0.0154915289188162,0.412217120081145,-3.16794279135392
"76","TC0100008812.hg.1","PTGFR","5737","prostaglandin F receptor",0.361157761648557,7.34376585715255,0.629693335808477,0.535714938968216,0.99983808276211,-5.95222952763959
"77","TC0100008815.hg.1","IFI44L","10964","interferon induced protein 44 like",0.946682714534038,3.96055130154398,2.61104592073432,0.0163499646739653,0.412674899132384,-3.21579982213129
"78","TC0100008816.hg.1","IFI44","10561","interferon induced protein 44",1.3759808769808,4.18172867043394,4.41350915260936,0.000243829808050314,0.0376310670424317,0.616323284937347
"79","TC0100008845.hg.1","ADGRL2","23266","adhesion G protein-coupled receptor L2",-0.139922760871327,3.98825653243246,-0.515144045635884,0.611854909242616,0.99983808276211,-6.01679432325553
"80","TC0100008874.hg.1","PRKACB","5567","protein kinase cAMP-activated catalytic subunit beta",-0.192965071602575,8.19276036269818,-0.374653440334136,0.711690539864652,0.99983808276211,-6.07873030230036
"81","TC0100008897.hg.1","WDR63","126820","WD repeat domain 63",0.281669509189905,5.37362774826926,0.545988399005552,0.590851438985562,0.99983808276211,-6.0006412096625
"82","TC0100008912.hg.1","CCN1","3491","cellular communication network factor 1",-0.181756295730924,10.1130729892963,-0.655235147039372,0.519459652591971,0.99983808276211,-5.93613641457372
"83","TC0100008927.hg.1","SH3GLB1","51100","SH3 domain containing GRB2 like, endophilin B1",-0.117760508046791,8.33792060414994,-0.279913566327637,0.782293807710621,0.99983808276211,-6.10959804260727
"84","TC0100008955.hg.1","PKN2","5586","protein kinase N2",-0.440080335399538,8.74409569823647,-1.00417774674073,0.326771311873232,0.99983808276211,-5.65638311415904
"85","TC0100008975.hg.1","GBP6","163351","guanylate binding protein family member 6",-0.207695458202645,3.68176451658712,-0.862670361271928,0.39810401359268,0.99983808276211,-5.78304266799747
"86","TC0100008996.hg.1","ZNF326","284695","zinc finger protein 326",-0.234908062030963,6.7681722898966,-0.612375922462738,0.546890635305042,0.99983808276211,-5.9627908174657
"87","TC0100009020.hg.1","CDC7","8317","cell division cycle 7",0.159931328050487,4.28837411280022,0.366273331058142,0.717840522034649,0.99983808276211,-6.0818166198563
"88","TC0100009040.hg.1","RPAP2","79871","RNA polymerase II associated protein 2",0.078356164024032,6.09459466462755,0.224162167937312,0.824806637866088,0.99983808276211,-6.12361787801086
"89","TC0100009054.hg.1","MTF2","22823","metal response element binding transcription factor 2",-0.523048066219311,6.15640394792825,-0.857132526233109,0.401087699573017,0.99983808276211,-5.7876391556433
"90","TC0100009056.hg.1","CCDC18","343099","coiled-coil domain containing 18",-0.034846816964873,4.22437454253336,-0.0943541779162436,0.925726015180903,0.99983808276211,-6.14428006763113
"91","TC0100009064.hg.1","FNBP1L","54874","formin binding protein 1 like",-0.27786233415106,3.70114133016185,-0.780774292867795,0.44368412786699,0.99983808276211,-5.84819667158345
"92","TC0100009097.hg.1","ABCD3","5825","ATP binding cassette subfamily D member 3",0.157348206643247,8.31290287719616,0.318107066969044,0.753558522627384,0.99983808276211,-6.09821793714372
"93","TC0100009176.hg.1","SNX7","51375","sorting nexin 7",-0.289073816585387,7.50610642550921,-0.918454001607881,0.368853546145189,0.99983808276211,-5.73521620962146
"94","TC0100009181.hg.1","PLPPR4","9890","phospholipid phosphatase related 4",-0.0851142515193626,6.24336653077623,-0.190617367572924,0.850663695191882,0.99983808276211,-6.13056633716711
"95","TC0100009183.hg.1","PALMD","54873","palmdelphin",0.134837438009114,7.53573745209459,0.339175361321487,0.737859916085087,0.99983808276211,-6.09132465854999
"96","TC0100009191.hg.1","AGL","178","amylo-alpha-1, 6-glucosidase, 4-alpha-glucanotransferase",-0.354264404304326,6.70306259734323,-0.641534111256212,0.528145178168523,0.99983808276211,-5.94484535325812
"97","TC0100009195.hg.1","SLC35A3","23443","solute carrier family 35 member A3",-0.819466690150808,7.90789280842835,-1.01324527654192,0.322523326847484,0.99983808276211,-5.64767160443924
"98","TC0100009241.hg.1","S1PR1","1901","sphingosine-1-phosphate receptor 1",-0.606703564561553,8.66413825787976,-2.24254304470864,0.035894986901283,0.561465504570744,-3.90490360195717
"99","TC0100009305.hg.1","PRMT6","55170","protein arginine methyltransferase 6",0.110204392927795,4.91766900218998,0.37480528073463,0.711579291384182,0.99983808276211,-6.07867374579849
"100","TC0100009324.hg.1","FAM102B","284611","family with sequence similarity 102 member B",0.0332905543247701,7.48096695887204,0.110964744339716,0.912702379492687,0.99983808276211,-6.14257411249752
"101","TC0100009331.hg.1","STXBP3","6814","syntaxin binding protein 3",-0.183527161068837,7.39397129586024,-0.318701012381323,0.753114418065287,0.99983808276211,-6.09802959611859
"102","TC0100009333.hg.1","GPSM2","29899","G protein signaling modulator 2",-0.117159821594398,6.42060066266163,-0.29145616211553,0.773573786655652,0.99983808276211,-6.10631076134256
"103","TC0100009344.hg.1","SARS1","6301","seryl-tRNA synthetase 1",0.111575122941193,8.62275224373628,0.478510285856694,0.6372517368214,0.99983808276211,-6.03479002446006
"104","TC0100009352.hg.1","SYPL2","284612","synaptophysin like 2",-0.361204227036456,9.19211804024762,-1.46136807003552,0.158778386056822,0.967834321647526,-5.13331801770681
"105","TC0100009364.hg.1","CSF1","1435","colony stimulating factor 1",0.088100304134116,9.29980028238236,0.171063016439982,0.865818542783496,0.99983808276211,-6.13410013407991
"106","TC0100009402.hg.1","CEPT1","10390","choline/ethanolamine phosphotransferase 1",0.122892149005816,6.91736373248641,0.203349236079006,0.840827685512968,0.99983808276211,-6.12806084034954
"107","TC0100009403.hg.1","CHI3L2","1117","chitinase 3 like 2",0.306171600020648,3.7045580479324,1.06672314531343,0.298257443674303,0.99983808276211,-5.59486374173029
"108","TC0100009414.hg.1","ATP5PB","515","ATP synthase peripheral stalk-membrane subunit b",-0.2822384553041,9.73070776045036,-0.806525195319639,0.429017239746036,0.99983808276211,-5.82836496675027
"109","TC0100009417.hg.1","C1orf162","128346","chromosome 1 open reading frame 162",0.0762323840213446,3.94349583142647,0.227839316087604,0.821984008097603,0.99983808276211,-6.12278816414241
"110","TC0100009418.hg.1","RAP1A","5906","RAP1A, member of RAS oncogene family",0.034183808056012,8.26873956852786,0.0750342180626746,0.940900630046008,0.99983808276211,-6.1459173233989
"111","TC0100009428.hg.1","DDX20","11218","DEAD-box helicase 20",-0.281758014420938,6.26958044781452,-0.593440992372632,0.559250494504627,0.99983808276211,-5.97401374343358
"112","TC0100009442.hg.1","WNT2B","7482","Wnt family member 2B",1.38735754924923,6.44144761861142,5.0052398958458,5.98939933863039e-05,0.0178756697934336,1.90785312601737
"113","TC0100009452.hg.1","TAFA3","284467","TAFA chemokine like family member 3",0.000763279171984266,7.91371859098256,0.00192324268457833,0.998483703593717,0.99983808276211,-6.14873282952191
"114","TC0100009479.hg.1","DCLRE1B","64858","DNA cross-link repair 1B",-0.870646233322284,5.14277864083374,-3.51834332420447,0.00205183631626837,0.14843753350504,-1.34092788613579
"115","TC0100009524.hg.1","VANGL1","81839","VANGL planar cell polarity protein 1",-0.663223244201016,7.13009439977908,-1.80306859769317,0.0858068430615225,0.811176916705655,-4.64148658906606
"116","TC0100009561.hg.1","TTF2","8458","transcription termination factor 2",0.390956582865162,3.90074512403018,1.17323468084951,0.25389183602522,0.99983808276211,-5.48253116195495
"117","TC0100009572.hg.1","TENT5C","54855","terminal nucleotidyltransferase 5C",-0.551753170571376,7.393633236369,-1.7603210982141,0.0929728786343888,0.829411229435877,-4.70722782567933
"118","TC0100009580.hg.1","WDR3","10885","WD repeat domain 3",-0.120073435837649,6.29117729942093,-0.277658261397037,0.784001085579247,0.99983808276211,-6.11022495537021
"119","TC0100009621.hg.1","PHGDH","26227","phosphoglycerate dehydrogenase",-0.401615429673448,7.76348732938761,-0.993714816669961,0.33172128739551,0.99983808276211,-5.66634724393465
"120","TC0100009641.hg.1","NBPF8","728841","NBPF member 8",0.502797103169654,5.90638741534831,1.6985974637249,0.104225420031461,0.854095034948076,-4.80011085786601
"121","TC0100009658.hg.1","SRGAP2C","653464","SLIT-ROBO Rho GTPase activating protein 2C",0.14121774146383,8.40149277360596,0.727462258013595,0.475008975925636,0.99983808276211,-5.88732437010924
"122","TC0100009723.hg.1","FAM72D","728833","family with sequence similarity 72 member D",-0.264848223173443,4.94103202900223,-0.575983119224357,0.570773800342241,0.99983808276211,-5.98405957911887
"123","TC0100009745.hg.1","POLR3C","10623","RNA polymerase III subunit C",-0.526300314345312,7.56924725656982,-1.01575454598368,0.321354632895523,0.99983808276211,-5.64524837562539
"124","TC0100009770.hg.1","NBPF12","149013","NBPF member 12",-0.174449119959822,8.36552015425391,-0.526630446135846,0.60399178485611,0.99983808276211,-6.01088563601959
"125","TC0100009880.hg.1","H2AC20","8338","H2A clustered histone 20",-0.228040627322089,8.49779716798389,-0.918730141468898,0.368712403379422,0.99983808276211,-5.7349725946629
"126","TC0100009889.hg.1","VPS45","11311","vacuolar protein sorting 45 homolog",-0.827161947976312,8.07401271010148,-1.14996326186365,0.263140210462139,0.99983808276211,-5.50787574586028
"127","TC0100009903.hg.1","RPRD2","23248","regulation of nuclear pre-mRNA domain containing 2",0.0311586123930176,8.82961786251485,0.0835431213547312,0.934214230545269,0.99983808276211,-6.14524223254427
"128","TC0100009908.hg.1","ECM1","1893","extracellular matrix protein 1",-0.0735103906632624,9.76150568329833,-0.118164713895247,0.907064775474449,0.99983808276211,-6.1417490042807
"129","TC0100009913.hg.1","ADAMTSL4","54507","ADAMTS like 4",-0.0679333925883574,7.40458968467605,-0.228917140354233,0.821157121837513,0.99983808276211,-6.12254241800654
"130","TC0100009938.hg.1","MLLT11","10962","MLLT11 transcription factor 7 cofactor",-0.0099295211234498,8.80876421267688,-0.0394017737922857,0.968943798300731,0.99983808276211,-6.14795772014119
"131","TC0100009939.hg.1","GABPB2","126626","GA binding protein transcription factor subunit beta 2",0.287158539367311,6.5065487696422,0.74208692567264,0.466288278213735,0.99983808276211,-5.87685109551458
"132","TC0100009955.hg.1","PSMB4","5692","proteasome 20S subunit beta 4",-0.149841679241124,8.90354824962173,-0.39221393996081,0.698868784573611,0.99983808276211,-6.07203976911321
"133","TC0100009959.hg.1","TUFT1","7286","tuftelin 1",0.169649377680726,5.99080807308583,0.579153879085368,0.568671902472782,0.99983808276211,-5.98225656773517
"134","TC0100010001.hg.1","LCE2A","353139","late cornified envelope 2A",-0.216021031422631,6.23884418045469,-0.597528377806717,0.556570158397532,0.99983808276211,-5.97161988270038
"135","TC0100010011.hg.1","LCE6A","448835","late cornified envelope 6A",-0.220628907007637,4.09010684511366,-0.697360584643265,0.493257762739528,0.99983808276211,-5.90825807080334
"136","TC0100010028.hg.1","LOR","4014","loricrin",-0.0328114303632718,5.13467555835744,-0.0865346751180779,0.931864587925851,0.99983808276211,-6.14498768331161
"137","TC0100010100.hg.1","CKS1B","1163","CDC28 protein kinase regulatory subunit 1B",-0.414584860096398,6.39212718830232,-1.5626380714096,0.133144473751345,0.919855818651026,-4.99584116864688
"138","TC0100010112.hg.1","SLC50A1","55974","solute carrier family 50 member 1",0.179104308717123,6.4182167322797,0.54675201054422,0.590335996243219,0.99983808276211,-6.00022973693474
"139","TC0100010123.hg.1","FDPS","2224","farnesyl diphosphate synthase",0.227819093746282,8.7546833512597,0.853719655648707,0.402933651192796,0.99983808276211,-5.79045819367765
"140","TC0100010134.hg.1","DAP3","7818","death associated protein 3",-0.155720292849609,6.66072496725646,-0.32239267115275,0.750356063929815,0.99983808276211,-6.09685116759787
"141","TC0100010152.hg.1","LMNA","4000","lamin A/C",0.141467010836999,9.0133864839288,0.600851263186857,0.554396111860763,0.99983808276211,-5.96966208407548
"142","TC0100010164.hg.1","TMEM79","84283","transmembrane protein 79",0.014569025572885,5.91746580884014,0.0402228192874587,0.968297017856913,0.99983808276211,-6.14792500382965
"143","TC0100010197.hg.1","PEAR1","375033","platelet endothelial aggregation receptor 1",-0.0939208999357106,7.00782601401955,-0.285985849857661,0.777702670690453,0.99983808276211,-6.10788510488224
"144","TC0100010244.hg.1","IFI16","3428","interferon gamma inducible protein 16",-0.0567381392155095,9.28023266369988,-0.111811093438472,0.912039434305436,0.99983808276211,-6.14247980791723
"145","TC0100010297.hg.1","NCSTN","23385","nicastrin",0.24493556064364,9.39698351909963,1.1083480554931,0.280296110011204,0.99983808276211,-5.55208644728922
"146","TC0100010334.hg.1","UFC1","51506","ubiquitin-fold modifier conjugating enzyme 1",-0.24228959851267,9.4663495391767,-0.544440193788269,0.591897168849067,0.99983808276211,-6.00147374815855
"147","TC0100010340.hg.1","NDUFS2","4720","NADH:ubiquinone oxidoreductase core subunit S2",-0.0723570877564796,8.01293546815913,-0.128169730717008,0.899239208199589,0.99983808276211,-6.14051647374506
"148","TC0100010368.hg.1","DUSP12","11266","dual specificity phosphatase 12",0.173000973421015,6.85618881827424,0.497862963423937,0.623775570493024,0.99983808276211,-6.02544465205285
"149","TC0100010379.hg.1","UHMK1","127933","U2AF homology motif kinase 1",-0.0997319596088424,9.4788371758956,-0.182360131670132,0.85705629101695,0.99983808276211,-6.13210501358956
"150","TC0100010381.hg.1","UAP1","6675","UDP-N-acetylglucosamine pyrophosphorylase 1",0.0844504246667883,8.0072307188335,0.178622571833899,0.859953178762578,0.99983808276211,-6.13277915730681
"151","TC0100010387.hg.1","DDR2","4921","discoidin domain receptor tyrosine kinase 2",-0.257267251021094,9.62419987886874,-0.712007891675722,0.484328003901427,0.99983808276211,-5.89817686179192
"152","TC0100010389.hg.1","HSD17B7","51478","hydroxysteroid 17-beta dehydrogenase 7",0.140774101014181,6.58116101162341,0.575332638940443,0.57120549432807,0.99983808276211,-5.98442828269165
"153","TC0100010393.hg.1","RGS4","5999","regulator of G protein signaling 4",-0.438420720874722,5.81456665962875,-1.48149121363207,0.153387080349194,0.963612187268345,-5.10658442688305
"154","TC0100010397.hg.1","NUF2","83540","NUF2 component of NDC80 kinetochore complex",-0.0511828998469483,3.81467213921752,-0.118061660277365,0.907145432161536,0.99983808276211,-6.14176117940292
"155","TC0100010514.hg.1","MPZL1","9019","myelin protein zero like 1",-0.245054674074403,10.0493609702354,-0.686882384188344,0.499703477904661,0.99983808276211,-5.91534735250674
"156","TC0100010518.hg.1","DCAF6","55827","DDB1 and CUL4 associated factor 6",-0.479666703658726,8.01354234106843,-0.835404282475467,0.412933119518271,0.99983808276211,-5.80540788243068
"157","TC0100010522.hg.1","TIPRL","261726","TOR signaling pathway regulator",0.0309292639419159,7.14209495239026,0.0606180952077761,0.952238937738547,0.99983808276211,-6.14689581934588
